date,customer_id,product_id,category_product,amount,discount
44026,3440,10005,CAT2,350,42
44026,3440,10006,CAT2,868,0
44026,3440,10006,CAT2,865,31
44026,3440,10007,CAT2,501,16
44026,3440,10007,CAT2,968,24
44026,3440,10009,CAT2,146,10
44026,3440,10009,CAT2,499,55
44026,1430,10017,CAT8,720,56
44026,1430,10097,CAT2,890,77
44026,1430,10097,CAT2,530,5
44026,118,10095,CAT2,937,88
44026,118,10095,CAT2,101,0
44026,118,10005,CAT2,995,83
44026,118,10005,CAT2,498,0
44026,118,10006,CAT2,966,96
44026,118,10006,CAT2,780,96
44026,118,10007,CAT2,839,24
44026,118,10007,CAT2,682,79
44026,118,10096,CAT2,94,8
44026,118,10096,CAT2,408,9
44026,118,10008,CAT2,604,16
44026,118,10008,CAT2,83,0
44026,118,10098,CAT2,630,31
44026,118,10098,CAT2,263,0
44026,118,10099,CAT2,133,8
44026,118,10099,CAT2,818,40
44026,118,10100,CAT2,201,4
44026,118,10100,CAT2,537,4
44026,118,10101,CAT2,285,13
44026,118,10101,CAT2,145,17
44026,118,10102,CAT2,556,65
44026,118,10102,CAT2,986,89
44026,118,10103,CAT2,437,47
44026,118,10103,CAT2,451,53
44026,118,10104,CAT2,91,0
44026,118,10104,CAT2,282,0
44026,118,10105,CAT2,676,0
44026,118,10105,CAT2,596,69
44026,118,10015,CAT8,571,8
44026,118,10047,CAT8,985,56
44026,118,10056,CAT8,909,12
44026,118,10017,CAT8,390,0
44026,118,10048,CAT8,55,3
44026,118,10057,CAT8,230,16
44026,118,10106,CAT2,386,29
44026,118,10106,CAT2,26,0
44026,118,10031,CAT8,828,43
44026,118,10107,CAT8,129,2
44026,118,10060,CAT8,242,0
44026,3440,10005,CAT2,664,64
44026,3440,10005,CAT2,956,31
44026,3722,10001,CAT8,200,0
44026,3722,10002,CAT8,437,9
44026,3722,10003,CAT8,315,25
44026,3722,10004,CAT8,310,3
44026,3722,10015,CAT8,609,22
44026,3722,10017,CAT8,890,97
44026,3722,10058,CAT3,14,0
44026,3722,10046,CAT4,518,0
44026,3722,10029,CAT4,428,9
44026,1880,10108,CAT4,197,18
44026,1880,10108,CAT4,781,57
44026,3440,10006,CAT2,125,10
44026,3440,10006,CAT2,904,95
44026,3440,10007,CAT2,243,24
44026,3440,10007,CAT2,606,30
44026,3440,10008,CAT2,910,109
44026,3440,10008,CAT2,622,57
44026,3440,10009,CAT2,715,51
44026,3440,10009,CAT2,206,21
44026,2806,10011,CAT8,937,84
44026,2806,10011,CAT8,560,56
44026,2806,10012,CAT8,185,0
44026,2806,10012,CAT8,693,35
44026,2806,10109,CAT1,496,0
44026,3520,10029,CAT4,378,19
44026,1557,10110,CAT3,961,0
44026,4641,10094,CAT3,561,19
44026,4641,10037,CAT7,460,0
44026,4641,10037,CAT7,504,5
44026,4641,10038,CAT7,474,0
44026,4641,10038,CAT7,486,0
44026,4641,10039,CAT7,310,4
44026,4641,10039,CAT7,535,0
44026,4641,10040,CAT7,244,26
44026,4641,10040,CAT7,282,0
44026,4641,10088,CAT7,421,45
44026,4641,10088,CAT7,598,39
44026,4641,10041,CAT7,459,0
44026,4641,10041,CAT7,237,0
44026,4641,10042,CAT7,872,72
44026,4641,10042,CAT7,63,4
44026,4641,10043,CAT7,639,53
44026,4641,10043,CAT7,415,51
44026,4641,10044,CAT7,714,62
44026,4641,10044,CAT7,235,0
44026,1534,10110,CAT3,906,0
44026,1534,10025,CAT1,776,40
44026,3253,10045,CAT7,768,34
44026,3253,10045,CAT7,605,71
44026,4744,10001,CAT8,426,25
44026,4744,10002,CAT8,354,35
44026,4744,10003,CAT8,450,0
44026,4744,10004,CAT8,388,43
44026,4744,10022,CAT8,307,26
44026,1367,10095,CAT2,900,75
44026,1367,10095,CAT2,596,4
44026,1367,10111,CAT2,225,0
44026,1367,10111,CAT2,556,46
44026,1367,10006,CAT2,736,0
44026,1367,10006,CAT2,668,71
44026,1367,10007,CAT2,194,0
44026,1367,10007,CAT2,343,21
44026,1367,10096,CAT2,812,18
44026,1367,10096,CAT2,554,8
44026,1367,10098,CAT2,730,42
44026,1367,10098,CAT2,28,0
44026,1367,10099,CAT2,722,78
44026,1367,10099,CAT2,778,31
44026,1367,10009,CAT2,114,8
44026,1367,10009,CAT2,227,9
44026,1367,10012,CAT8,811,44
44026,1367,10012,CAT8,540,0
44026,1367,10013,CAT8,64,0
44026,1367,10013,CAT8,731,65
44026,1367,10015,CAT8,875,2
44026,4741,10097,CAT2,34,0
44026,4741,10097,CAT2,845,0
44026,1079,10001,CAT8,495,49
44026,1079,10002,CAT8,826,103
44026,1079,10003,CAT8,161,16
44026,1079,10004,CAT8,516,6
44026,1079,10022,CAT8,917,79
44026,1079,10006,CAT2,750,90
44026,1079,10006,CAT2,944,104
44026,1079,10007,CAT2,401,32
44026,1079,10007,CAT2,645,74
44026,1079,10101,CAT2,929,71
44026,1079,10101,CAT2,846,35
44026,1079,10102,CAT2,420,11
44026,1079,10102,CAT2,754,0
44026,1079,10084,CAT2,377,19
44026,1079,10084,CAT2,513,0
44026,1079,10112,CAT2,797,88
44026,1079,10112,CAT2,447,51
44026,1079,10113,CAT2,287,23
44026,1079,10113,CAT2,927,104
44026,1079,10114,CAT2,128,9
44026,1079,10114,CAT2,252,11
44026,1079,10086,CAT8,66,0
44026,1079,10086,CAT8,592,3
44026,1079,10010,CAT8,125,0
44026,1079,10010,CAT8,260,7
44026,1079,10053,CAT8,29,1
44026,1079,10053,CAT8,294,0
44026,1079,10012,CAT8,577,71
44026,1079,10012,CAT8,728,15
44026,1079,10054,CAT8,825,28
44026,1079,10054,CAT8,457,24
44026,1079,10055,CAT8,210,0
44026,1079,10055,CAT8,462,36
44026,1079,10115,CAT8,476,19
44026,1079,10115,CAT8,641,28
44026,1079,10056,CAT8,240,27
44026,1079,10048,CAT8,259,0
44026,1079,10057,CAT8,927,113
44026,1079,10018,CAT8,785,0
44026,1079,10018,CAT8,288,21
44026,1079,10020,CAT8,792,79
44026,1079,10020,CAT8,883,36
44026,1079,10021,CAT8,58,4
44026,1079,10021,CAT8,134,15
44026,1079,10116,CAT8,818,93
44026,1079,10117,CAT8,94,0
44026,1079,10063,CAT8,152,0
44026,4766,10030,CAT1,402,19
44026,4766,10050,CAT1,204,14
44026,4766,10118,CAT1,109,4
44026,4766,10092,CAT1,816,53
44026,4766,10119,CAT1,592,37
44026,3440,10001,CAT8,43,0
44026,3440,10003,CAT8,162,6
44026,3440,10022,CAT8,664,64
44026,3440,10120,CAT2,986,94
44026,3440,10120,CAT2,499,0
44026,3440,10121,CAT2,403,5
44026,3440,10121,CAT2,334,21
44026,3440,10122,CAT2,888,17
44026,3440,10122,CAT2,292,22
44026,3440,10123,CAT2,938,2
44026,3440,10123,CAT2,293,0
44026,3440,10124,CAT2,131,0
44026,3440,10124,CAT2,212,0
44026,3440,10064,CAT7,281,26
44026,3440,10078,CAT7,770,71
44026,3440,10015,CAT8,510,39
44026,3440,10017,CAT8,24,0
44026,3440,10093,CAT9,245,11
44026,3440,10091,CAT9,513,11
44026,3440,10070,CAT4,332,9
44026,3440,10125,CAT1,531,39
44026,3440,10126,CAT1,20,0
44026,3440,10034,CAT1,288,0
44026,3055,10127,CAT1,408,44
44026,3055,10128,CAT1,854,22
44026,3055,10026,CAT1,520,27
44026,2850,10035,CAT3,852,0
44026,3340,10040,CAT7,884,86
44026,3340,10040,CAT7,648,5
44026,678,10047,CAT8,915,55
44026,678,10048,CAT8,633,51
44026,965,10074,CAT5,475,23
44026,965,10074,CAT5,881,76
44026,2455,10129,CAT1,79,0
44026,4466,10095,CAT2,473,57
44026,4466,10095,CAT2,885,50
44026,4466,10005,CAT2,919,27
44026,4466,10005,CAT2,290,2
44026,4466,10006,CAT2,231,27
44026,4466,10006,CAT2,891,10
44026,4466,10007,CAT2,779,23
44026,4466,10007,CAT2,879,5
44026,4466,10096,CAT2,358,34
44026,4466,10096,CAT2,462,11
44026,4466,10008,CAT2,741,59
44026,4466,10008,CAT2,293,0
44026,4466,10098,CAT2,535,53
44026,4466,10098,CAT2,365,28
44026,4466,10099,CAT2,183,0
44026,4466,10099,CAT2,631,75
44026,4466,10009,CAT2,198,17
44026,4466,10009,CAT2,543,26
44026,4466,10100,CAT2,860,25
44026,4466,10100,CAT2,608,51
44026,4466,10101,CAT2,70,1
44026,4466,10101,CAT2,593,54
44026,4466,10102,CAT2,864,59
44026,4466,10102,CAT2,82,3
44026,4466,10103,CAT2,728,39
44026,4466,10103,CAT2,446,0
44026,4466,10104,CAT2,438,35
44026,4466,10104,CAT2,282,0
44026,4466,10130,CAT2,450,6
44026,4466,10130,CAT2,909,89
44026,4466,10131,CAT2,157,7
44026,4466,10131,CAT2,407,41
44026,4466,10105,CAT2,250,11
44026,4466,10105,CAT2,772,69
44026,4466,10132,CAT2,510,26
44026,4466,10132,CAT2,583,5
44026,4466,10106,CAT2,690,21
44026,4466,10106,CAT2,355,25
44026,4466,10082,CAT2,845,50
44026,4466,10082,CAT2,102,7
44026,4466,10133,CAT2,416,29
44026,4466,10133,CAT2,233,0
44026,4466,10134,CAT2,859,15
44026,4466,10134,CAT2,72,0
44026,1960,10034,CAT1,640,8
44026,1960,10052,CAT1,184,23
44026,1960,10119,CAT1,959,107
44026,4922,10065,CAT3,993,17
44026,3541,10065,CAT3,641,0
44026,3541,10037,CAT7,548,7
44026,3541,10037,CAT7,222,15
44026,3541,10038,CAT7,79,1
44026,3541,10038,CAT7,376,31
44026,3541,10039,CAT7,419,37
44026,3541,10039,CAT7,560,57
44026,3541,10040,CAT7,959,22
44026,3541,10040,CAT7,661,15
44026,3541,10088,CAT7,909,38
44026,3541,10088,CAT7,233,1
44026,3541,10041,CAT7,293,4
44026,3541,10041,CAT7,412,8
44026,3541,10042,CAT7,797,46
44026,3541,10042,CAT7,233,23
44026,3541,10043,CAT7,964,32
44026,3541,10043,CAT7,569,60
44026,3541,10044,CAT7,990,69
44026,3541,10044,CAT7,622,23
44026,3541,10032,CAT7,744,44
44026,3541,10032,CAT7,417,19
44026,3370,10032,CAT7,755,51
44026,3370,10032,CAT7,314,13
44026,3317,10045,CAT7,922,1
44026,3317,10045,CAT7,586,40
44026,3253,10135,CAT1,465,0
44026,8,10110,CAT3,375,0
44026,8,10045,CAT7,298,2
44026,8,10045,CAT7,513,37
44026,511,10095,CAT2,363,4
44026,511,10095,CAT2,807,75
44026,511,10005,CAT2,463,49
44026,511,10005,CAT2,537,35
44026,511,10006,CAT2,872,22
44026,511,10006,CAT2,370,34
44026,511,10007,CAT2,608,72
44026,511,10007,CAT2,970,110
44026,511,10096,CAT2,359,44
44026,511,10096,CAT2,324,39
44026,511,10008,CAT2,935,38
44026,511,10008,CAT2,457,0
44026,511,10102,CAT2,992,112
44026,511,10102,CAT2,541,65
44026,2477,10002,CAT8,547,0
44026,2477,10003,CAT8,101,0
44026,2477,10004,CAT8,529,59
44026,2477,10022,CAT8,404,35
44026,2477,10095,CAT2,156,0
44026,2477,10095,CAT2,454,4
44026,2477,10005,CAT2,813,91
44026,2477,10005,CAT2,919,113
44026,2477,10006,CAT2,163,0
44026,2477,10006,CAT2,559,20
44026,2477,10007,CAT2,745,52
44026,2477,10007,CAT2,159,0
44026,2477,10096,CAT2,563,42
44026,2477,10096,CAT2,962,119
44026,2477,10098,CAT2,390,24
44026,2477,10098,CAT2,793,67
44026,2477,10009,CAT2,740,75
44026,2477,10009,CAT2,614,29
44026,2477,10136,CAT8,558,15
44026,2477,10136,CAT8,887,94
44026,2477,10137,CAT8,121,6
44026,2477,10137,CAT8,732,75
44026,2477,10015,CAT8,792,92
44026,2477,10056,CAT8,739,0
44026,2477,10017,CAT8,228,21
44026,2477,10057,CAT8,573,29
44026,2477,10108,CAT4,57,0
44026,2477,10030,CAT1,163,8
44026,2477,10138,CAT1,767,19
44026,2477,10126,CAT1,54,0
44026,2477,10139,CAT9,637,65
44026,2574,10016,CAT8,716,25
44027,2805,10140,CAT4,811,18
44026,1840,10064,CAT7,691,0
44026,1840,10078,CAT7,419,41
44026,2647,10064,CAT7,493,15
44026,2647,10049,CAT3,934,77
44026,2647,10067,CAT4,743,83
44026,2647,10068,CAT4,508,29
44026,2647,10070,CAT4,805,76
44026,2647,10141,CAT1,432,0
44026,1302,10068,CAT4,830,0
44026,2647,10034,CAT1,397,21
44026,3265,10001,CAT8,803,0
44026,3265,10002,CAT8,505,12
44026,3265,10003,CAT8,151,0
44026,3265,10022,CAT8,807,59
44026,3265,10142,CAT3,773,62
44026,3265,10143,CAT1,998,112
44026,3265,10067,CAT4,786,66
44026,3265,10030,CAT1,593,16
44026,3265,10050,CAT1,971,85
44026,3265,10081,CAT1,233,0
44026,3265,10144,CAT8,176,10
44026,4741,10097,CAT2,359,13
44026,4741,10097,CAT2,131,5
44026,4199,10093,CAT9,83,0
44026,3656,10145,CAT8,307,0
44026,3656,10145,CAT8,133,0
44026,3656,10146,CAT8,902,94
44026,3656,10146,CAT8,223,12
44026,4630,10067,CAT4,309,13
44026,4630,10139,CAT9,468,31
44026,1103,10007,CAT2,127,10
44026,1103,10007,CAT2,670,69
44026,1103,10102,CAT2,328,27
44026,1103,10102,CAT2,307,0
44026,1103,10074,CAT5,644,16
44026,1103,10074,CAT5,522,0
44026,1103,10068,CAT4,368,26
44026,1103,10034,CAT1,440,14
44026,1103,10031,CAT8,138,0
44026,1937,10095,CAT2,769,84
44026,1937,10095,CAT2,805,42
44026,1937,10006,CAT2,304,16
44026,1937,10006,CAT2,893,110
44026,1937,10096,CAT2,203,0
44026,1937,10096,CAT2,841,39
44026,1937,10008,CAT2,537,0
44026,1937,10008,CAT2,139,14
44026,1937,10100,CAT2,81,0
44026,1937,10100,CAT2,994,53
44026,1937,10114,CAT2,639,34
44026,1937,10114,CAT2,671,38
44026,1937,10120,CAT2,909,55
44026,1937,10120,CAT2,552,7
44026,1937,10147,CAT2,252,19
44026,1937,10147,CAT2,271,6
44026,1937,10121,CAT2,213,4
44026,1937,10121,CAT2,40,4
44026,1937,10122,CAT2,647,3
44026,1937,10122,CAT2,284,21
44026,1937,10123,CAT2,450,12
44026,1937,10123,CAT2,143,3
44026,1937,10148,CAT1,733,83
44026,1937,10028,CAT1,948,36
44026,1937,10076,CAT3,150,8
44026,1937,10059,CAT3,852,64
44026,1937,10049,CAT3,970,96
44026,1937,10149,CAT1,519,53
44026,1937,10150,CAT1,911,104
44026,1937,10151,CAT1,10,0
44026,1937,10152,CAT1,80,8
44026,1937,10153,CAT1,991,30
44026,1937,10153,CAT1,284,30
44026,1937,10092,CAT1,470,38
44026,3335,10154,CAT1,581,32
44026,3335,10154,CAT1,880,31
44026,3671,10108,CAT4,232,0
44026,3671,10071,CAT1,368,0
44026,3671,10126,CAT1,169,0
44026,3671,10000,CAT1,317,10
44026,3671,10034,CAT1,686,1
44026,3671,10052,CAT1,56,0
44026,3671,10092,CAT1,248,28
44026,3671,10139,CAT9,252,13
44026,96,10148,CAT1,641,80
44026,96,10049,CAT3,343,0
44026,96,10067,CAT4,329,0
44026,96,10068,CAT4,277,0
44026,96,10070,CAT4,389,27
44026,96,10071,CAT1,376,38
44026,96,10034,CAT1,557,30
44026,96,10052,CAT1,787,95
44026,96,10092,CAT1,681,64
44026,1136,10058,CAT3,915,19
44026,1136,10067,CAT4,167,4
44026,1136,10068,CAT4,613,35
44026,1136,10070,CAT4,83,0
44026,1079,10145,CAT8,666,44
44026,1079,10145,CAT8,555,15
44026,1079,10146,CAT8,763,95
44026,1079,10146,CAT8,714,2
44026,4473,10026,CAT1,870,80
44026,1882,10155,CAT9,473,21
44026,4636,10064,CAT7,977,0
44026,4636,10078,CAT7,621,36
44026,4636,10156,CAT7,166,7
44026,4636,10157,CAT7,11,0
44026,4636,10158,CAT7,641,58
44026,4636,10079,CAT7,844,20
44026,4636,10159,CAT7,822,62
44026,4636,10142,CAT3,534,65
44026,4636,10087,CAT3,599,49
44026,4636,10160,CAT10,536,2
44026,4636,10161,CAT10,987,52
44026,4636,10025,CAT1,121,13
44026,4636,10074,CAT5,262,1
44026,4636,10074,CAT5,968,81
44026,4636,10094,CAT3,820,84
44026,4636,10059,CAT3,663,4
44026,4636,10090,CAT3,940,25
44026,4636,10162,CAT4,758,60
44026,4636,10029,CAT4,332,0
44026,4636,10126,CAT1,657,79
44026,4636,10052,CAT1,896,112
44026,4636,10145,CAT8,202,5
44026,4636,10145,CAT8,700,0
44026,4636,10146,CAT8,773,35
44026,4636,10146,CAT8,860,102
44026,4636,10045,CAT7,607,7
44026,4636,10045,CAT7,848,58
44026,4910,10024,CAT1,868,82
44026,4910,10163,CAT1,171,2
44026,4910,10164,CAT1,325,15
44026,1484,10046,CAT4,789,54
44026,1484,10029,CAT4,953,90
44026,2811,10095,CAT2,561,18
44026,2811,10095,CAT2,438,0
44026,2811,10005,CAT2,240,29
44026,2811,10005,CAT2,431,21
44026,2811,10007,CAT2,541,40
44026,2811,10007,CAT2,895,12
44026,2811,10017,CAT8,737,44
44026,1776,10011,CAT8,708,29
44026,1776,10011,CAT8,627,51
44026,1776,10097,CAT2,169,14
44026,1776,10097,CAT2,604,0
44026,1776,10093,CAT9,380,4
44026,3520,10058,CAT3,633,0
44026,3520,10126,CAT1,577,0
44026,3595,10086,CAT8,666,24
44026,3595,10086,CAT8,863,76
44026,3595,10053,CAT8,722,89
44026,3595,10053,CAT8,388,44
44026,3595,10054,CAT8,262,32
44026,3595,10054,CAT8,102,9
44026,3595,10055,CAT8,746,29
44026,3595,10055,CAT8,997,88
44026,3595,10115,CAT8,786,13
44026,3595,10115,CAT8,737,21
44026,3595,10031,CAT8,462,17
44026,2769,10001,CAT8,696,68
44026,2769,10002,CAT8,764,65
44026,2769,10003,CAT8,911,20
44026,2769,10004,CAT8,233,23
44026,2769,10064,CAT7,207,7
44026,2769,10015,CAT8,671,19
44026,2769,10047,CAT8,70,0
44026,2769,10056,CAT8,281,0
44026,2769,10017,CAT8,448,0
44026,2769,10048,CAT8,646,35
44026,2769,10057,CAT8,398,43
44026,235,10165,CAT9,19,1
44026,235,10067,CAT4,141,0
44026,235,10077,CAT9,528,61
44026,2801,10095,CAT2,186,0
