customer_id,score,tier,target
92,0.44580357537736165,Tier B - Activacion estandar,0
93,0.37701559567628246,Tier C - Nurturing,0
94,0.5173052373688818,Tier B - Activacion estandar,1
95,0.5302431140744094,Tier B - Activacion estandar,1
96,0.4789650591097287,Tier B - Activacion estandar,0
97,0.490384047188437,Tier B - Activacion estandar,1
98,0.49189963774529594,Tier B - Activacion estandar,0
99,0.6040762150544934,Tier B - Activacion estandar,0
100,0.41574620002395773,Tier B - Activacion estandar,0
101,0.4927168358738489,Tier B - Activacion estandar,0
102,0.46524065348168653,Tier B - Activacion estandar,1
103,0.5214941350795663,Tier B - Activacion estandar,0
104,0.4208137694793727,Tier B - Activacion estandar,0
105,0.5141239697655204,Tier B - Activacion estandar,0
106,0.516159982262127,Tier B - Activacion estandar,0
107,0.41323616166724875,Tier B - Activacion estandar,0
108,0.48377350946911846,Tier B - Activacion estandar,0
109,0.4006311815605992,Tier B - Activacion estandar,0
110,0.39442118537613535,Tier C - Nurturing,0
111,0.5055252409835064,Tier B - Activacion estandar,0
112,0.34092599236986443,Tier C - Nurturing,0
113,0.5218555826354606,Tier B - Activacion estandar,0
114,0.40428152557355074,Tier B - Activacion estandar,0
115,0.5706771613614884,Tier B - Activacion estandar,0
116,0.5353255641064893,Tier B - Activacion estandar,0
117,0.495271301375114,Tier B - Activacion estandar,0
118,0.4283245090761481,Tier B - Activacion estandar,0
119,0.5435018676303139,Tier B - Activacion estandar,0
120,0.582233030852537,Tier B - Activacion estandar,0
121,0.5687265118654109,Tier B - Activacion estandar,0
122,0.567729503478757,Tier B - Activacion estandar,0
123,0.5247394371212301,Tier B - Activacion estandar,0
124,0.5014773309464382,Tier B - Activacion estandar,0
125,0.590280690858054,Tier B - Activacion estandar,0
126,0.4402540117492115,Tier B - Activacion estandar,0
127,0.4391660366548672,Tier B - Activacion estandar,0
128,0.48668404237062735,Tier B - Activacion estandar,1
129,0.548475139431357,Tier B - Activacion estandar,0
130,0.5321644927662094,Tier B - Activacion estandar,0
131,0.41710086582975114,Tier B - Activacion estandar,0
132,0.44911790655005057,Tier B - Activacion estandar,0
133,0.5453853694830143,Tier B - Activacion estandar,0
134,0.5403994394089077,Tier B - Activacion estandar,0
135,0.4504365922705895,Tier B - Activacion estandar,0
136,0.4829418003162355,Tier B - Activacion estandar,0
137,0.43024031302023347,Tier B - Activacion estandar,0
138,0.5074240855250118,Tier B - Activacion estandar,0
139,0.4984985561541446,Tier B - Activacion estandar,0
140,0.47032685039411676,Tier B - Activacion estandar,0
141,0.5267158769466589,Tier B - Activacion estandar,0
142,0.55225449638227,Tier B - Activacion estandar,0
143,0.5116351518880513,Tier B - Activacion estandar,0
144,0.5862022448516507,Tier B - Activacion estandar,0
145,0.42723244410411215,Tier B - Activacion estandar,0
146,0.5455003913189141,Tier B - Activacion estandar,0
147,0.5303600353150699,Tier B - Activacion estandar,0
148,0.5386430929012398,Tier B - Activacion estandar,0
149,0.42097885940962015,Tier B - Activacion estandar,0
150,0.5114502335706604,Tier B - Activacion estandar,0
151,0.5359344892533157,Tier B - Activacion estandar,0
152,0.3443910720373339,Tier C - Nurturing,0
153,0.47164463311057325,Tier B - Activacion estandar,0
154,0.4469556209465456,Tier B - Activacion estandar,0
155,0.4401669767895528,Tier B - Activacion estandar,0
156,0.40236043170402586,Tier B - Activacion estandar,0
157,0.5839124388440895,Tier B - Activacion estandar,0
158,0.5780561127374506,Tier B - Activacion estandar,0
159,0.4713728641964493,Tier B - Activacion estandar,0
160,0.37908991630199307,Tier C - Nurturing,0
161,0.4674880004090943,Tier B - Activacion estandar,1
162,0.5286728897131978,Tier B - Activacion estandar,0
163,0.48918951821961976,Tier B - Activacion estandar,0
164,0.4808562725520987,Tier B - Activacion estandar,0
165,0.5142342258778814,Tier B - Activacion estandar,0
166,0.4805897207309899,Tier B - Activacion estandar,0
167,0.48761101519425526,Tier B - Activacion estandar,0
168,0.43868453434293897,Tier B - Activacion estandar,0
169,0.45372331246084197,Tier B - Activacion estandar,0
170,0.3906974521377194,Tier C - Nurturing,0
171,0.3892313554527418,Tier C - Nurturing,0
172,0.49400843672527345,Tier B - Activacion estandar,0
173,0.5295572482454084,Tier B - Activacion estandar,1
174,0.5672703912991928,Tier B - Activacion estandar,0
175,0.5228379050331495,Tier B - Activacion estandar,1
176,0.5470637526269506,Tier B - Activacion estandar,1
177,0.615224647507806,Tier B - Activacion estandar,1
178,0.46673765804820927,Tier B - Activacion estandar,0
179,0.4780749521658739,Tier B - Activacion estandar,0
180,0.41115011193625367,Tier B - Activacion estandar,0
181,0.5577052694461121,Tier B - Activacion estandar,0
182,0.39474045120507795,Tier C - Nurturing,0
183,0.43970972417047555,Tier B - Activacion estandar,0
184,0.590629205074898,Tier B - Activacion estandar,0
185,0.5170608994672931,Tier B - Activacion estandar,0
186,0.45911088535023287,Tier B - Activacion estandar,0
187,0.45257768082636873,Tier B - Activacion estandar,0
188,0.5234779263765946,Tier B - Activacion estandar,0
189,0.4154859308903993,Tier B - Activacion estandar,0
190,0.5068553395694108,Tier B - Activacion estandar,0
191,0.45940226833004105,Tier B - Activacion estandar,0
192,0.5565839349804049,Tier B - Activacion estandar,1
193,0.5350968112564828,Tier B - Activacion estandar,1
194,0.39926324697549603,Tier C - Nurturing,0
195,0.3871451920480826,Tier C - Nurturing,0
196,0.4922064150455557,Tier B - Activacion estandar,0
197,0.5022247226299875,Tier B - Activacion estandar,1
198,0.5266826407771131,Tier B - Activacion estandar,0
199,0.46397567008746377,Tier B - Activacion estandar,1
200,0.5159223154658944,Tier B - Activacion estandar,0
201,0.4723850346042323,Tier B - Activacion estandar,0
202,0.45871518975897463,Tier B - Activacion estandar,0
203,0.42158120521492337,Tier B - Activacion estandar,0
204,0.581664013169078,Tier B - Activacion estandar,0
205,0.5222068291063257,Tier B - Activacion estandar,0
206,0.582019125006246,Tier B - Activacion estandar,0
207,0.5580694903693556,Tier B - Activacion estandar,0
208,0.42856122695073834,Tier B - Activacion estandar,0
209,0.285503456274417,Tier C - Nurturing,1
210,0.5456243123772588,Tier B - Activacion estandar,0
211,0.4537197792291998,Tier B - Activacion estandar,0
212,0.398537774075716,Tier C - Nurturing,0
213,0.47173165169612086,Tier B - Activacion estandar,0
214,0.44680095919265567,Tier B - Activacion estandar,0
215,0.4369153979867662,Tier B - Activacion estandar,0
216,0.4860273567090649,Tier B - Activacion estandar,0
217,0.5385161489608499,Tier B - Activacion estandar,0
218,0.5309865534514716,Tier B - Activacion estandar,0
219,0.530826241795051,Tier B - Activacion estandar,1
220,0.434179893430361,Tier B - Activacion estandar,0
221,0.4574554625843874,Tier B - Activacion estandar,0
222,0.5473628355899158,Tier B - Activacion estandar,1
223,0.4233821083627207,Tier B - Activacion estandar,0
224,0.5260299106378269,Tier B - Activacion estandar,0
225,0.4839950838749699,Tier B - Activacion estandar,0
226,0.5473102401421597,Tier B - Activacion estandar,0
227,0.515175618497548,Tier B - Activacion estandar,0
228,0.45325765840992804,Tier B - Activacion estandar,0
229,0.507025366927395,Tier B - Activacion estandar,0
230,0.4896216689805854,Tier B - Activacion estandar,0
231,0.522120356104715,Tier B - Activacion estandar,1
232,0.46739227705254743,Tier B - Activacion estandar,0
233,0.5334618018667877,Tier B - Activacion estandar,0
234,0.38453475289762634,Tier C - Nurturing,0
235,0.49357930506275816,Tier B - Activacion estandar,0
236,0.5610183058250541,Tier B - Activacion estandar,0
237,0.40652897611586136,Tier B - Activacion estandar,0
238,0.37381366349631545,Tier C - Nurturing,1
239,0.5356270766549037,Tier B - Activacion estandar,0
240,0.3992296771034332,Tier C - Nurturing,0
241,0.5140803767811482,Tier B - Activacion estandar,0
242,0.467487798458062,Tier B - Activacion estandar,0
243,0.5455740268085626,Tier B - Activacion estandar,1
244,0.5253854821872576,Tier B - Activacion estandar,0
245,0.49103783375242044,Tier B - Activacion estandar,0
246,0.513815607621535,Tier B - Activacion estandar,0
247,0.47780305594577693,Tier B - Activacion estandar,0
248,0.4746343689073444,Tier B - Activacion estandar,0
249,0.4583437928705462,Tier B - Activacion estandar,0
250,0.626339086033441,Tier B - Activacion estandar,0
251,0.3837518534511851,Tier C - Nurturing,1
252,0.43611818724356644,Tier B - Activacion estandar,0
253,0.5075275511480745,Tier B - Activacion estandar,0
254,0.5515493957369338,Tier B - Activacion estandar,0
255,0.5226010698608824,Tier B - Activacion estandar,0
256,0.46383459406138017,Tier B - Activacion estandar,1
257,0.49575235027858555,Tier B - Activacion estandar,0
258,0.5245761061961275,Tier B - Activacion estandar,0
259,0.5977604647931665,Tier B - Activacion estandar,0
260,0.43879386324108993,Tier B - Activacion estandar,1
261,0.43887266553220483,Tier B - Activacion estandar,0
262,0.5396301632432139,Tier B - Activacion estandar,0
263,0.4773499008719899,Tier B - Activacion estandar,0
264,0.5304635635826348,Tier B - Activacion estandar,0
265,0.4327930590310611,Tier B - Activacion estandar,0
266,0.41790150501646933,Tier B - Activacion estandar,0
267,0.468624232338343,Tier B - Activacion estandar,0
268,0.3500481163197794,Tier C - Nurturing,0
269,0.45761163759073004,Tier B - Activacion estandar,0
270,0.5583229015637884,Tier B - Activacion estandar,0
271,0.480854533254767,Tier B - Activacion estandar,0
272,0.5264981359047767,Tier B - Activacion estandar,0
273,0.3359270933947548,Tier C - Nurturing,0
274,0.46150781529559964,Tier B - Activacion estandar,0
275,0.5479578416188114,Tier B - Activacion estandar,0
276,0.5155416653920836,Tier B - Activacion estandar,0
277,0.3957288638439676,Tier C - Nurturing,0
278,0.33310338020475805,Tier C - Nurturing,0
279,0.5922852027586848,Tier B - Activacion estandar,0
280,0.5186845580231986,Tier B - Activacion estandar,1
281,0.5339200966532763,Tier B - Activacion estandar,0
282,0.36137785397895666,Tier C - Nurturing,0
283,0.43171624439654055,Tier B - Activacion estandar,0
284,0.4721082360939856,Tier B - Activacion estandar,1
285,0.46161005147809225,Tier B - Activacion estandar,0
286,0.5416852246557807,Tier B - Activacion estandar,0
287,0.5036685565945586,Tier B - Activacion estandar,0
288,0.44000644185713206,Tier B - Activacion estandar,0
289,0.5673386026327931,Tier B - Activacion estandar,0
290,0.4704354763225465,Tier B - Activacion estandar,0
291,0.448491979952317,Tier B - Activacion estandar,0
292,0.45522394061959753,Tier B - Activacion estandar,0
293,0.4018994477224889,Tier B - Activacion estandar,0
294,0.4774242676020761,Tier B - Activacion estandar,0
295,0.4533894176020202,Tier B - Activacion estandar,1
296,0.5229145892171314,Tier B - Activacion estandar,0
297,0.4966754312630049,Tier B - Activacion estandar,0
298,0.46188666138144796,Tier B - Activacion estandar,0
299,0.4080104333617323,Tier B - Activacion estandar,0
300,0.4590852113650277,Tier B - Activacion estandar,1
301,0.44159169597632253,Tier B - Activacion estandar,0
302,0.4251523118260427,Tier B - Activacion estandar,0
303,0.49591693335161013,Tier B - Activacion estandar,0
304,0.5128001849299407,Tier B - Activacion estandar,0
305,0.3876888612907565,Tier C - Nurturing,0
306,0.46549481683388855,Tier B - Activacion estandar,0
307,0.4920251722666161,Tier B - Activacion estandar,0
308,0.5386488930497834,Tier B - Activacion estandar,0
309,0.5173696507113689,Tier B - Activacion estandar,0
310,0.37654906064845106,Tier C - Nurturing,0
311,0.5852914814306744,Tier B - Activacion estandar,0
312,0.5075146156950557,Tier B - Activacion estandar,1
313,0.5332658525780503,Tier B - Activacion estandar,1
314,0.45150110510538255,Tier B - Activacion estandar,0
315,0.4654319798361266,Tier B - Activacion estandar,0
316,0.4132622414215192,Tier B - Activacion estandar,0
317,0.44523819081456023,Tier B - Activacion estandar,1
318,0.5769639987524997,Tier B - Activacion estandar,0
319,0.47351884758739754,Tier B - Activacion estandar,0
320,0.5380173373033189,Tier B - Activacion estandar,0
321,0.5479749689437589,Tier B - Activacion estandar,1
322,0.5231733362462458,Tier B - Activacion estandar,0
323,0.479824650535139,Tier B - Activacion estandar,0
324,0.5945774443959672,Tier B - Activacion estandar,1
325,0.44696612325882745,Tier B - Activacion estandar,0
326,0.5539485395550947,Tier B - Activacion estandar,0
327,0.4562653670949293,Tier B - Activacion estandar,0
328,0.497809774936178,Tier B - Activacion estandar,0
329,0.4625190825186897,Tier B - Activacion estandar,0
330,0.5230175925545212,Tier B - Activacion estandar,0
331,0.5574736346611734,Tier B - Activacion estandar,1
332,0.5313759583198865,Tier B - Activacion estandar,0
333,0.5140831182505694,Tier B - Activacion estandar,1
334,0.5470149960721978,Tier B - Activacion estandar,0
335,0.48338586416837115,Tier B - Activacion estandar,0
336,0.5358737162593314,Tier B - Activacion estandar,0
337,0.5917461588128429,Tier B - Activacion estandar,1
338,0.27823520804161844,Tier C - Nurturing,0
339,0.5008026411661872,Tier B - Activacion estandar,0
340,0.449014408075169,Tier B - Activacion estandar,0
341,0.48159071324059194,Tier B - Activacion estandar,0
342,0.47157036037294753,Tier B - Activacion estandar,0
343,0.399175537851823,Tier C - Nurturing,0
344,0.457196683828957,Tier B - Activacion estandar,0
345,0.38619017056872623,Tier C - Nurturing,0
346,0.44061813181879506,Tier B - Activacion estandar,0
347,0.40422326383161833,Tier B - Activacion estandar,0
348,0.43783320569722717,Tier B - Activacion estandar,1
349,0.5183065862804781,Tier B - Activacion estandar,0
350,0.4074402530112465,Tier B - Activacion estandar,0
351,0.48792941905734266,Tier B - Activacion estandar,0
352,0.5229225281415327,Tier B - Activacion estandar,1
353,0.47794776759488683,Tier B - Activacion estandar,0
354,0.49007095511322113,Tier B - Activacion estandar,0
355,0.6376709728151523,Tier B - Activacion estandar,1
356,0.5013143605586414,Tier B - Activacion estandar,0
357,0.5095984860467146,Tier B - Activacion estandar,0
358,0.4167377210104305,Tier B - Activacion estandar,1
359,0.5002606256631161,Tier B - Activacion estandar,0
360,0.44313393920657457,Tier B - Activacion estandar,0
361,0.5231088636039718,Tier B - Activacion estandar,0
362,0.4180552691019125,Tier B - Activacion estandar,1
363,0.404464068441178,Tier B - Activacion estandar,0
364,0.31092506032216016,Tier C - Nurturing,1
365,0.5817349556767365,Tier B - Activacion estandar,0
366,0.4537668308343878,Tier B - Activacion estandar,0
367,0.585205295583084,Tier B - Activacion estandar,0
368,0.44243808450830596,Tier B - Activacion estandar,0
369,0.42101599557243397,Tier B - Activacion estandar,0
370,0.5206062041516171,Tier B - Activacion estandar,0
371,0.5072277304279502,Tier B - Activacion estandar,0
372,0.4532344222205136,Tier B - Activacion estandar,0
373,0.5083667206888173,Tier B - Activacion estandar,1
374,0.42256517704314456,Tier B - Activacion estandar,0
375,0.5098673913915935,Tier B - Activacion estandar,0
376,0.3838896255135285,Tier C - Nurturing,0
377,0.5488574740713157,Tier B - Activacion estandar,1
378,0.5513903351307259,Tier B - Activacion estandar,0
379,0.5621338128875245,Tier B - Activacion estandar,0
380,0.4023716803887302,Tier B - Activacion estandar,0
381,0.4994377851510783,Tier B - Activacion estandar,0
382,0.40272862632172146,Tier B - Activacion estandar,1
383,0.3956936478227984,Tier C - Nurturing,0
384,0.48739140897692196,Tier B - Activacion estandar,0
385,0.5078794206459536,Tier B - Activacion estandar,0
386,0.5318468494244531,Tier B - Activacion estandar,0
387,0.6388454554891337,Tier B - Activacion estandar,1
388,0.3614123243915201,Tier C - Nurturing,0
389,0.5906463709393077,Tier B - Activacion estandar,0
390,0.46362221842544393,Tier B - Activacion estandar,0
391,0.5067012903656583,Tier B - Activacion estandar,0
392,0.48965011189387636,Tier B - Activacion estandar,0
393,0.5108247258309558,Tier B - Activacion estandar,0
394,0.44944533180548885,Tier B - Activacion estandar,0
395,0.4757817501210407,Tier B - Activacion estandar,0
396,0.5627898947725285,Tier B - Activacion estandar,1
397,0.5523128294771029,Tier B - Activacion estandar,0
398,0.5251031447640796,Tier B - Activacion estandar,0
399,0.5228192363932941,Tier B - Activacion estandar,0
400,0.5745806039748668,Tier B - Activacion estandar,0
401,0.44645893513533713,Tier B - Activacion estandar,0
402,0.44725116401377885,Tier B - Activacion estandar,0
403,0.5020848719534883,Tier B - Activacion estandar,0
404,0.38298396578761124,Tier C - Nurturing,0
405,0.5279561404941734,Tier B - Activacion estandar,1
406,0.48433582059943164,Tier B - Activacion estandar,0
407,0.5044932809830587,Tier B - Activacion estandar,0
408,0.3768392175012846,Tier C - Nurturing,0
409,0.35057951136684395,Tier C - Nurturing,0
410,0.3630717481191695,Tier C - Nurturing,0
411,0.4386959878099596,Tier B - Activacion estandar,0
412,0.4402472592448281,Tier B - Activacion estandar,0
413,0.516056652053558,Tier B - Activacion estandar,0
414,0.383363467057066,Tier C - Nurturing,0
415,0.4851587351938905,Tier B - Activacion estandar,1
416,0.3763988844427169,Tier C - Nurturing,0
417,0.5138846545321102,Tier B - Activacion estandar,0
418,0.364888360685501,Tier C - Nurturing,0
419,0.4696446167803718,Tier B - Activacion estandar,0
420,0.4705534461676353,Tier B - Activacion estandar,1
421,0.41525089098787216,Tier B - Activacion estandar,0
422,0.4712243548552746,Tier B - Activacion estandar,0
423,0.39958001659700565,Tier C - Nurturing,0
424,0.5128072885355506,Tier B - Activacion estandar,0
425,0.4605040547563075,Tier B - Activacion estandar,1
426,0.3868821342772804,Tier C - Nurturing,1
427,0.41232567820543103,Tier B - Activacion estandar,0
428,0.5348528557602442,Tier B - Activacion estandar,0
429,0.47877619251363573,Tier B - Activacion estandar,0
430,0.5788121213457876,Tier B - Activacion estandar,0
431,0.42034559896405815,Tier B - Activacion estandar,0
432,0.555490878930898,Tier B - Activacion estandar,0
433,0.5030194094336728,Tier B - Activacion estandar,0
434,0.5231314734417738,Tier B - Activacion estandar,0
435,0.5226936337371763,Tier B - Activacion estandar,0
436,0.36437218525210535,Tier C - Nurturing,0
437,0.5153649948199722,Tier B - Activacion estandar,1
438,0.4900142478214161,Tier B - Activacion estandar,0
439,0.440412067315535,Tier B - Activacion estandar,0
440,0.5255817166637927,Tier B - Activacion estandar,1
441,0.5826178963613691,Tier B - Activacion estandar,1
442,0.4981440606810212,Tier B - Activacion estandar,0
443,0.6349574256038784,Tier B - Activacion estandar,0
444,0.48367845938810333,Tier B - Activacion estandar,0
445,0.4730937077946331,Tier B - Activacion estandar,0
446,0.5303808364085101,Tier B - Activacion estandar,0
447,0.40571254217112607,Tier B - Activacion estandar,0
448,0.5274781072654545,Tier B - Activacion estandar,0
449,0.5337645911486762,Tier B - Activacion estandar,0
450,0.5110539714210722,Tier B - Activacion estandar,0
451,0.5156540767540271,Tier B - Activacion estandar,0
452,0.49499585023403325,Tier B - Activacion estandar,0
453,0.5967705652150814,Tier B - Activacion estandar,0
454,0.39125953600405616,Tier C - Nurturing,1
455,0.4172205487260604,Tier B - Activacion estandar,0
456,0.5516973102330502,Tier B - Activacion estandar,1
457,0.31593685404774285,Tier C - Nurturing,0
458,0.48595092227049147,Tier B - Activacion estandar,0
459,0.6507485612491436,Tier B - Activacion estandar,0
460,0.504898414676184,Tier B - Activacion estandar,0
461,0.5988315245513155,Tier B - Activacion estandar,0
462,0.5122263603604046,Tier B - Activacion estandar,0
463,0.4387190085018635,Tier B - Activacion estandar,0
464,0.4609745865663683,Tier B - Activacion estandar,1
465,0.4492308504645894,Tier B - Activacion estandar,0
466,0.4548290035409861,Tier B - Activacion estandar,0
467,0.42071058605400635,Tier B - Activacion estandar,0
468,0.5425672573184245,Tier B - Activacion estandar,1
469,0.5252587906401485,Tier B - Activacion estandar,0
470,0.4804920174557628,Tier B - Activacion estandar,0
471,0.44571555110792743,Tier B - Activacion estandar,0
472,0.47425350744100514,Tier B - Activacion estandar,1
473,0.5121178435510647,Tier B - Activacion estandar,0
474,0.40297101863286855,Tier B - Activacion estandar,1
475,0.4162250144068745,Tier B - Activacion estandar,1
476,0.49500811674055795,Tier B - Activacion estandar,0
477,0.44978199903170357,Tier B - Activacion estandar,0
478,0.5014088754184642,Tier B - Activacion estandar,0
479,0.4290989433425499,Tier B - Activacion estandar,0
480,0.5822653711185798,Tier B - Activacion estandar,0
481,0.5255115955581178,Tier B - Activacion estandar,0
482,0.5123361973205892,Tier B - Activacion estandar,0
483,0.5110156347615843,Tier B - Activacion estandar,0
484,0.42987439651210596,Tier B - Activacion estandar,0
485,0.45233948151690795,Tier B - Activacion estandar,0
486,0.4657840263154338,Tier B - Activacion estandar,1
487,0.48627430408104605,Tier B - Activacion estandar,0
488,0.5617036072850903,Tier B - Activacion estandar,0
489,0.5326192177553468,Tier B - Activacion estandar,0
490,0.5093184644467373,Tier B - Activacion estandar,0
491,0.5015218728909089,Tier B - Activacion estandar,0
492,0.4708430595393966,Tier B - Activacion estandar,0
493,0.46727879442002945,Tier B - Activacion estandar,0
494,0.3393053890048732,Tier C - Nurturing,0
495,0.33858690856749457,Tier C - Nurturing,0
496,0.5522272216083435,Tier B - Activacion estandar,0
497,0.48953895698099126,Tier B - Activacion estandar,1
498,0.4765874789622871,Tier B - Activacion estandar,0
499,0.5616952183992269,Tier B - Activacion estandar,0
500,0.5240016592109347,Tier B - Activacion estandar,0
501,0.534691013993386,Tier B - Activacion estandar,0
502,0.5090829561594793,Tier B - Activacion estandar,0
503,0.36059427025360724,Tier C - Nurturing,0
504,0.4384368405556187,Tier B - Activacion estandar,0
505,0.46001692203862365,Tier B - Activacion estandar,0
506,0.5411479834609816,Tier B - Activacion estandar,0
507,0.31057882297893935,Tier C - Nurturing,0
508,0.49855113982958327,Tier B - Activacion estandar,0
509,0.5115761753633082,Tier B - Activacion estandar,0
510,0.5033153088706322,Tier B - Activacion estandar,0
511,0.563027682376067,Tier B - Activacion estandar,0
512,0.4816763405002417,Tier B - Activacion estandar,1
513,0.49163680421099343,Tier B - Activacion estandar,0
514,0.450036868620833,Tier B - Activacion estandar,0
515,0.48777832616552774,Tier B - Activacion estandar,0
516,0.42984554089278904,Tier B - Activacion estandar,0
517,0.4452784552106877,Tier B - Activacion estandar,0
518,0.5370490964584357,Tier B - Activacion estandar,0
519,0.421877701798097,Tier B - Activacion estandar,0
520,0.4158089599888126,Tier B - Activacion estandar,0
521,0.5341874910485576,Tier B - Activacion estandar,0
522,0.38981166002780304,Tier C - Nurturing,0
523,0.5027136669945588,Tier B - Activacion estandar,0
524,0.45960001479461493,Tier B - Activacion estandar,0
525,0.49514166587646913,Tier B - Activacion estandar,0
526,0.527882438720176,Tier B - Activacion estandar,0
527,0.4432286552844078,Tier B - Activacion estandar,1
528,0.4206134401421101,Tier B - Activacion estandar,0
529,0.48465694076137067,Tier B - Activacion estandar,0
530,0.5617416552293191,Tier B - Activacion estandar,1
531,0.4108136673736897,Tier B - Activacion estandar,0
532,0.3952176561346541,Tier C - Nurturing,0
533,0.5282508418512393,Tier B - Activacion estandar,0
534,0.4997064043797368,Tier B - Activacion estandar,0
535,0.5059919484209451,Tier B - Activacion estandar,0
536,0.4836805947841723,Tier B - Activacion estandar,0
537,0.4644785794208287,Tier B - Activacion estandar,0
538,0.5147901717200005,Tier B - Activacion estandar,0
539,0.17504751240506702,Tier D - Mantenimiento,0
540,0.5202920322826026,Tier B - Activacion estandar,0
541,0.49918792918376814,Tier B - Activacion estandar,0
542,0.542237618687721,Tier B - Activacion estandar,1
543,0.524492850111816,Tier B - Activacion estandar,0
